Text,Intent
what is in my movie list,query_movie_list
movie in my movie list,query_movie_list
let me check my plan,query_movie_list
I want to check my plan,query_movie_list
I want to check my movie plan,query_movie_list
movie plan,query_movie_list
see my movie plan ,query_movie_list
what I am going to watch ,query_movie_list
I want to see my movie list.,query_movie_list
what do I have in my list,query_movie_list
what do I got in my movie list,query_movie_list
I want to check my movie list,query_movie_list
check my lsit,query_movie_list
check my movie list,query_movie_list
what is in my movie list,query_movie_list
movie in my movie list,query_movie_list
let me check my plan,query_movie_list
I want to check my plan,query_movie_list
I want to check my movie plan,query_movie_list
movie plan,query_movie_list
see my movie plan ,query_movie_list
what I am going to watch ,query_movie_list
I want to see my movie list.,query_movie_list
what do I have in my list,query_movie_list
what do I got in my movie list,query_movie_list
I want to check my movie list,query_movie_list
check my lsit,query_movie_list
check my movie list,query_movie_list
what is in my movie list,query_movie_list
movie in my movie list,query_movie_list
let me check my plan,query_movie_list
I want to check my plan,query_movie_list
I want to check my movie plan,query_movie_list
movie plan,query_movie_list
see my movie plan ,query_movie_list
what I am going to watch ,query_movie_list
i want to see my movie list,query_movie_list
i want to see my movie list,query_movie_list
i want to see my movie list,query_movie_list
see my list,query_movie_list
check my list,query_movie_list
check movie list,query_movie_list
see my list,query_movie_list
check my list,query_movie_list
check movie list,query_movie_list
see my list,query_movie_list
check my list,query_movie_list
check movie list,query_movie_list
I want to see my movie list.,query_movie_list
what do I have in my list,query_movie_list
what do I got in my movie list,query_movie_list
I want to check my movie list,query_movie_list
check my lsit,query_movie_list
check my movie list,query_movie_list
what is in my movie list,query_movie_list
movie in my movie list,query_movie_list
let me check my plan,query_movie_list
I want to check my plan,query_movie_list
I want to check my movie plan,query_movie_list
movie plan,query_movie_list
see my movie plan ,query_movie_list
what I am going to watch ,query_movie_list
I want to see my movie list.,query_movie_list
what do I have in my list,query_movie_list
what do I got in my movie list,query_movie_list
I want to check my movie list,query_movie_list
check my lsit,query_movie_list
check my movie list,query_movie_list
what is in my movie list,query_movie_list
movie in my movie list,query_movie_list
let me check my plan,query_movie_list
I want to check my plan,query_movie_list
I want to check my movie plan,query_movie_list
movie plan,query_movie_list
see my movie plan ,query_movie_list
what I am going to watch ,query_movie_list
I want to see my movie list.,query_movie_list
what do I have in my list,query_movie_list
what do I got in my movie list,query_movie_list
I want to check my movie list,query_movie_list
check my lsit,query_movie_list
check my movie list,query_movie_list
what is in my movie list,query_movie_list
movie in my movie list,query_movie_list
let me check my plan,query_movie_list
I want to check my plan,query_movie_list
I want to check my movie plan,query_movie_list
movie plan,query_movie_list
see my movie plan ,query_movie_list
what I am going to watch ,query_movie_list
I want to see my movie list.,query_movie_list
what do I have in my list,query_movie_list
what do I got in my movie list,query_movie_list
I want to check my movie list,query_movie_list
check my lsit,query_movie_list
check my movie list,query_movie_list
what is in my movie list,query_movie_list
movie in my movie list,query_movie_list
let me check my plan,query_movie_list
I want to check my plan,query_movie_list
I want to check my movie plan,query_movie_list
movie plan,query_movie_list
see my movie plan ,query_movie_list
what I am going to watch ,query_movie_list
i want to see my movie list,query_movie_list
i want to see my movie list,query_movie_list
i want to see my movie list,query_movie_list
see my list,query_movie_list
check my list,query_movie_list
check movie list,query_movie_list
see my list,query_movie_list
check my list,query_movie_list
check movie list,query_movie_list
see my list,query_movie_list
check my list,query_movie_list
check movie list,query_movie_list
Update the movie list for me.,modify_movie_list
Can you edit my favorites list?,modify_movie_list
I want to change something in my movie list.,modify_movie_list
"Modify the movie list, please.",modify_movie_list
Help me update my movie collection.,modify_movie_list
Can you adjust the movies in my list?,modify_movie_list
Edit the favorite movie list for me.,modify_movie_list
I鈥檇 like to make changes to my list.,modify_movie_list
